# HIP Sn So Nc RArad DErad Plx pmRA pmDE e_RArad e_DErad e_Plx e_pmRA e_pmDE Ntr F2 F1 var ic Hpmag e_Hpmag sHp VA B_V e_B_V V_I UW1 UW2 UW3 UW4 UW5 UW6 UW7 UW8 UW9 UW10 UW11 UW12 UW13 UW14 UW15
# taken from HIP2.dat from https://code.google.com/p/pystaratlas/
55282 5 0 1 2.9641888635 -0.2579429748 17.56 -124.67 207.59 0.16 0.14 0.19 0.17 0.16 57 0.01 0 0.0 0 3.7179 0.0008 0.005 0 1.112 0.018 1.12 1.06 1.81 1.06 1.2 1.62 1.01 -1.2 -0.39 -0.63 1.06 -0.79 0.76 0.18 2.12 1.0
55687 5 0 1 2.9871750427 -0.1895319816 8.67 -25.65 24.96 0.22 0.17 0.22 0.2 0.17 68 0.08 0 0.0 0 4.9202 0.0013 0.009 0 1.556 0.005 1.67 1.1 1.21 1.06 0.41 0.76 1.0 2.16 0.18 -0.2 1.02 0.74 1.9 -0.29 1.23 1.0
55705 5 0 1 2.9883660728 -0.3086443251 39.62 -97.42 3.65 0.17 0.13 0.2 0.19 0.13 96 -1.17 0 0.0 0 4.1269 0.0005 0.006 0 0.216 0.006 0.24 1.13 3.65 1.08 -0.88 0.08 1.02 1.63 1.57 -0.96 1.28 3.0 3.63 -0.08 5.51 1.0
56211 5 0 1 3.0168225896 1.2100563449 9.79 -40.97 -19.19 0.12 0.12 0.15 0.13 0.13 140 0.52 0 0.0 0 3.9165 0.0015 0.016 2 1.613 0.009 1.79 1.1 -0.95 1.06 1.53 1.22 1.01 2.11 1.1 -1.01 1.01 0.84 1.84 -0.4 -0.95 1.0
56343 5 0 1 3.0238017656 -0.5560186839 25.16 -209.62 -40.84 0.13 0.1 0.16 0.17 0.1 105 -1.11 0 0.0 0 3.7025 0.0006 0.006 0 0.947 0.011 0.92 1.03 1.85 1.02 -0.3 0.3 1.02 0.81 1.03 1.14 1.06 1.5 1.67 -0.02 3.12 1.0
56480 5 0 1 3.0314705161 -0.9470877617 7.65 -56.17 16.19 0.15 0.15 0.22 0.18 0.2 144 0.34 1 0.0 0 4.5994 0.0005 0.004 0 -0.077 0.005 -0.06 1.09 -2.4 1.0 1.17 0.0 1.01 -0.04 -0.08 0.69 1.12 -0.07 -0.41 -0.6 -2.55 1.0
56561 7 0 1 3.0359222943 -1.0999034371 7.77 -33.41 -7.08 0.28 0.27 0.34 0.33 0.29 122 18.53 0 0.0 668 3.1068 0.0005 0.005 0 -0.044 0.015 -0.01 1.15 -1.09 1.08 0.76 -1.99 1.04 -0.08 -0.64 -0.62 1.02 -0.63 0.1 0.5 0.2 1.0
56633 5 0 1 3.0398507578 -0.1710816023 11.63 -59.38 2.55 0.19 0.17 0.23 0.19 0.18 57 -0.48 1 0.0 0 4.6695 0.0008 0.005 0 -0.073 0.004 -0.06 1.06 1.78 1.04 0.74 1.01 1.01 0.43 -0.26 -0.47 1.05 -0.13 0.51 -0.38 1.75 1.0
57283 55 3 2 3.0751071768 -0.3202786432 9.24 27.79 -24.86 0.41 0.33 0.59 0.41 0.33 115 15.16 2 0.0 0 4.876 0.0006 0.006 0 0.958 0.039 0.94 1.15 3.69 1.02 0.29 0.21 1.07 0.28 -0.06 0.35 1.16 0.11 1.22 -2.2 3.92 1.0
57363 75 4 1 3.0788020574 -1.164638027 25.65 -100.35 33.49 0.26 0.26 0.34 0.32 0.28 132 18.64 0 0.0 0 3.684 0.0003 0.004 0 0.16 0.005 0.17 1.01 -0.51 1.09 -0.08 -2.83 1.0 0.67 -0.53 -0.06 1.02 -0.61 1.58 -0.28 -1.85 1.0
57380 5 0 1 3.0798931342 0.1139667516 11.1 -18.96 -181.56 0.15 0.12 0.18 0.18 0.15 79 -1.7 0 0.0 0 4.1388 0.0022 0.018 2 1.501 0.032 1.79 1.13 3.81 1.0 0.67 0.21 1.01 -0.05 0.26 0.64 1.04 0.27 -0.03 0.24 1.65 1.0
57399 5 0 1 3.0807340494 0.8339067425 17.76 -138.29 28.57 0.14 0.1 0.16 0.14 0.11 106 -1.34 0 0.0 0 3.855 0.0006 0.006 0 1.181 0.001 1.15 1.05 -0.7 1.04 -1.17 0.41 1.02 0.02 -1.28 -0.93 1.01 -1.67 1.79 -1.25 -1.4 1.0
57632 5 0 1 3.0938781373 0.2543352565 90.91 -497.68 -114.67 0.54 0.31 0.52 0.87 0.44 77 21.26 0 0.0 0 2.1605 0.0006 0.005 0 0.09 0.0 0.1 1.17 1.97 1.02 -0.89 1.03 1.03 -1.79 -0.39 -0.93 1.02 -1.09 0.87 -0.09 -1.39 1.0
57936 15 3 2 3.110653874 -0.5918085159 10.53 -56.56 0.19 0.48 0.37 0.6 0.53 0.39 90 7.02 0 0.0 0 4.2517 0.0037 0.016 1 -0.1 0.003 -0.07 1.02 -0.34 1.04 0.31 0.56 1.01 -0.36 0.14 -0.35 1.01 0.22 0.64 -0.05 0.64 1.0
58001 1 0 1 3.1146666759 0.9371498813 39.21 107.68 11.01 0.22 0.25 0.4 0.29 0.29 255 0.29 0 2.2 0 2.4286 0.0004 0.005 0 0.044 0.003 0.06 1.12 -1.95 1.01 0.11 0.22 1.0 -0.16 0.41 -0.22 1.14 0.39 0.01 0.06 -1.85 1.0
58188 5 0 1 3.1242108904 -0.2993380834 12.97 -49.74 -7.58 0.18 0.14 0.23 0.17 0.14 110 0.13 0 0.0 0 5.1725 0.0006 0.004 0 -0.022 0.002 0.0 1.13 3.68 1.0 0.2 -0.01 1.01 0.53 0.32 -1.06 1.18 0.66 0.51 -0.35 4.62 1.0
59196 1 5 1 3.1780659373 -0.8852730576 7.86 -49.94 -7.19 0.25 0.3 0.47 0.31 0.29 188 0.44 0 2.5 0 2.5241 0.0067 0.048 2 -0.128 0.008 -0.12 1.02 -0.48 1.01 0.21 -0.24 1.0 -0.44 0.01 0.29 1.0 0.06 0.08 0.02 -0.35 1.0
59199 5 0 1 3.1782992992 -0.4315986283 66.95 99.52 -39.19 0.12 0.08 0.15 0.15 0.1 115 -2.57 2 0.0 0 4.0991 0.0006 0.005 0 0.334 0.015 0.4 1.02 1.62 1.03 0.1 0.23 1.04 -0.72 0.09 -0.32 1.04 -0.03 -1.91 2.05 2.23 1.0
59316 5 0 1 3.1857731851 -0.3947898488 10.26 -71.74 10.25 0.14 0.08 0.16 0.15 0.09 110 0.34 1 0.0 0 3.1761 0.0005 0.004 0 1.326 0.033 1.23 1.05 2.29 1.01 1.41 -0.9 1.0 0.54 0.13 0.07 1.02 0.38 0.14 -0.41 2.55 1.0
59747 5 0 1 3.2076793268 -1.0253617674 9.45 -35.81 -10.36 0.1 0.1 0.15 0.12 0.12 154 1.96 1 0.0 0 2.7066 0.0005 0.005 0 -0.193 0.002 -0.25 1.05 -2.16 1.01 2.12 -0.67 1.01 0.32 -0.42 0.02 1.02 -0.43 -0.03 -1.5 -1.8 1.0
59774 5 0 1 3.2088932061 0.9954066109 40.51 104.11 7.3 0.1 0.11 0.15 0.14 0.13 143 -0.01 1 0.0 0 3.3353 0.0004 0.004 0 0.077 0.005 0.03 1.05 -2.21 1.07 -0.88 0.92 1.01 -1.43 1.42 -1.2 1.01 1.59 -2.31 0.47 -1.17 1.0
59803 5 0 1 3.2105671816 -0.3061653709 21.23 -158.61 21.86 0.16 0.1 0.2 0.15 0.1 101 2.07 2 0.0 0 2.5477 0.0006 0.005 0 -0.107 0.002 -0.1 1.08 3.12 1.04 1.69 0.98 1.01 1.8 0.98 0.29 1.08 2.18 2.37 -1.67 4.44 1.0
60000 5 0 1 3.221655562 -1.3842602319 10.93 -37.97 11.15 0.13 0.13 0.15 0.17 0.14 122 0.07 0 0.0 0 4.2039 0.0005 0.005 0 -0.123 0.007 -0.11 1.03 -0.58 1.04 -0.48 -1.57 1.0 -0.68 -0.91 0.09 1.03 -0.89 0.03 -0.34 -1.73 1.0
60030 5 0 1 3.2230630262 -0.0137382663 8.73 33.84 -16.5 0.26 0.17 0.29 0.24 0.19 111 0.54 0 0.0 0 5.9541 0.0006 0.006 0 0.168 0.005 0.18 1.18 2.77 1.06 1.01 -0.22 1.01 1.1 -0.1 -0.49 1.17 0.5 1.87 0.02 3.43 1.0
60718 17 3 2 3.2576527881 -1.1012862951 10.13 -35.83 -14.86 0.37 0.36 0.5 0.47 0.43 153 23.94 0 0.0 718 0.6739 0.0008 0.008 0 -0.243 0.012 -0.26 1.18 -1.11 1.05 2.17 0.21 1.04 1.67 -1.57 0.8 1.23 -1.66 -0.19 -0.93 -0.02 1.1
60742 5 0 1 3.2591353191 0.493380489 19.5 -83.95 -81.13 0.15 0.13 0.19 0.21 0.15 86 -0.92 1 0.0 0 4.5164 0.0006 0.005 0 1.128 0.0 1.04 1.04 1.57 1.1 -0.12 1.27 1.01 0.77 0.0 -0.68 1.06 0.19 2.36 -0.54 2.23 1.0
60823 5 0 1 3.2639410768 -0.8766894414 7.92 -32.36 -12.51 0.12 0.12 0.18 0.15 0.13 119 -0.38 0 0.0 0 3.8436 0.0005 0.004 0 -0.192 0.008 -0.2 1.04 -1.47 1.01 1.13 -0.59 1.0 0.72 -0.88 -0.3 1.04 -1.01 0.2 0.12 -2.02 1.0
60965 5 0 1 3.2719093518 -0.2882427674 37.55 -210.49 -138.74 0.14 0.1 0.16 0.14 0.08 115 1.32 0 0.0 0 2.9449 0.0004 0.004 0 -0.012 0.004 -0.04 1.08 4.48 1.03 0.25 -0.42 1.0 -0.18 -0.66 -0.11 1.07 -1.0 2.85 -0.5 4.86 1.0
61084 5 0 1 3.2775777484 -0.9968023763 36.83 28.23 -265.08 0.09 0.11 0.18 0.14 0.12 170 4.98 0 0.0 0 1.6299 0.0027 0.029 2 1.6 0.008 2.37 1.06 -3.87 1.05 1.66 -1.79 1.02 0.7 -0.44 -0.35 1.03 -0.57 2.8 -1.91 -2.82 1.0
61174 5 0 1 3.2815451373 -0.2826711778 54.7 -425.17 -57.23 0.16 0.11 0.17 0.16 0.1 115 0.29 0 0.0 0 4.3853 0.0005 0.005 0 0.388 0.014 0.44 1.11 3.71 1.06 0.7 0.61 1.01 -1.06 -1.19 -0.02 1.09 -2.29 2.01 1.43 4.25 1.0
61199 5 0 1 3.2832632867 -1.2589579249 10.04 -51.34 -5.4 0.1 0.1 0.13 0.12 0.11 139 -0.56 1 0.0 0 3.7903 0.0008 0.007 0 -0.157 0.005 -0.14 1.01 -0.75 1.03 0.83 -1.67 1.02 0.62 -0.69 0.76 1.01 -0.79 0.8 -1.63 -0.99 1.0
61281 1 0 1 3.2876943477 1.2180340414 6.65 -58.79 10.68 0.29 0.28 0.34 0.33 0.33 130 0.05 0 2.0 0 3.8414 0.0011 0.01 1 -0.116 0.024 -0.02 1.05 -0.11 1.03 0.43 -0.19 1.0 0.57 0.66 0.03 1.0 0.64 -0.19 -0.1 0.28 1.0
61317 5 0 1 3.2888615374 0.7218117631 118.49 -704.75 292.74 0.11 0.14 0.2 0.13 0.14 139 -0.16 0 0.0 0 4.3682 0.0005 0.004 0 0.588 0.009 0.67 1.02 0.27 1.07 0.49 0.51 1.01 -1.16 -0.26 0.98 1.0 -0.26 2.63 -0.19 -0.38 1.0
61359 5 0 1 3.2916352739 -0.408348104 22.39 1.11 -56.56 0.16 0.15 0.18 0.22 0.12 52 -0.13 3 0.0 0 2.8099 0.0008 0.004 0 0.893 0.018 0.88 1.06 1.13 1.2 0.86 1.35 1.02 1.41 -0.18 0.77 1.0 0.02 4.7 -0.76 -0.01 1.0
61585 5 0 1 3.303841641 -1.2066426928 10.34 -40.2 -12.8 0.08 0.09 0.11 0.1 0.1 143 -0.59 2 0.0 0 2.6109 0.0004 0.004 0 -0.176 0.002 -0.23 1.03 -1.9 1.02 1.27 -0.83 1.01 1.59 -1.01 1.21 1.02 -1.22 1.63 -1.02 -2.1 1.0
61932 15 3 2 3.3227581995 -0.8545112049 25.06 -185.72 5.79 0.19 0.15 0.28 0.2 0.16 147 11.16 1 0.0 0 2.146 0.0008 0.007 0 -0.023 0.015 -0.01 1.05 -2.93 1.03 1.28 -1.52 1.0 0.98 0.06 -0.47 1.0 -0.23 0.33 -0.23 -1.07 1.0
61941 17 3 2 3.3233979411 -0.0252989299 85.58 -614.76 61.34 0.52 0.33 0.6 0.88 0.47 104 11.24 3 0.0 730 2.8213 0.0005 0.004 0 0.368 0.017 0.43 1.34 3.26 1.18 1.11 -1.51 1.09 0.67 -1.08 0.54 1.92 -1.04 1.31 -1.75 2.96 1.64
62322 15 3 2 3.3435323214 -1.1887104886 9.55 -41.97 -8.89 0.31 0.3 0.41 0.43 0.31 138 21.24 0 0.0 0 2.9789 0.0006 0.005 0 -0.178 0.005 -0.19 1.03 -0.1 1.05 1.08 -1.06 1.01 -0.03 -1.52 -0.06 1.0 -1.59 -0.27 -0.82 -0.56 1.0
62434 1 1 1 3.3498190466 -1.0417649114 11.71 -42.97 -16.18 0.57 0.61 0.98 0.72 0.68 177 0.87 0 4.9 0 1.1537 0.001 0.01 1 -0.238 0.006 -0.27 1.06 -0.53 1.03 0.22 -0.18 1.0 0.19 -0.04 0.09 1.09 -0.09 0.27 -0.15 -0.68 1.0
62956 5 0 1 3.3773308557 0.976683509 39.51 111.91 -8.24 0.16 0.15 0.2 0.23 0.19 106 5.73 2 0.0 0 1.7545 0.0006 0.008 1 -0.022 0.003 -0.04 1.17 -0.77 1.15 0.07 0.77 1.05 3.43 1.22 1.36 1.0 1.03 4.12 1.78 -0.67 1.0
63090 5 0 1 3.3842285625 0.0592992848 16.44 -469.99 -52.83 0.2 0.14 0.22 0.22 0.15 87 3.82 0 0.0 0 3.4405 0.0027 0.023 2 1.571 0.014 2.24 1.15 4.69 1.04 -0.07 -0.59 1.01 -1.5 -1.21 -0.19 1.09 -2.6 1.15 -1.09 3.94 1.0
63125 95 3 1 3.3860726301 0.6687795565 28.41 -235.08 53.54 0.66 0.55 0.9 0.69 0.55 110 40.01 0 0.0 0 2.8471 0.0102 0.025 1 -0.115 0.007 -0.13 1.25 -2.0 1.21 1.01 2.0 1.05 3.13 2.93 -1.89 1.03 2.69 -2.74 2.1 -2.25 1.0
63608 5 0 1 3.4129012157 0.191272411 29.76 -273.8 19.96 0.12 0.1 0.14 0.13 0.09 82 -1.85 0 0.0 0 2.998 0.0008 0.004 0 0.934 0.015 0.83 1.08 3.28 1.07 0.57 1.64 1.01 1.96 1.17 -1.15 1.12 2.25 2.35 -1.31 4.58 1.0
64166 7 1 1 3.4429006957 -0.4034847403 14.09 -20.08 -39.81 0.44 0.29 0.48 0.53 0.25 114 10.56 0 0.0 763 5.1032 0.0004 0.004 0 1.048 0.003 1.02 1.23 3.4 1.16 0.49 -0.64 1.09 -1.94 -0.24 -0.7 1.2 -1.67 -1.43 -0.63 3.46 1.05
64241 1 2 1 3.4469925602 0.3059407189 56.1 -433.13 141.24 0.72 0.64 0.89 0.7 0.51 56 -0.53 1 2.6 0 4.4292 0.0008 0.006 0 0.455 0.008 0.53 1.26 0.68 1.36 -0.39 0.93 1.0 0.3 0.35 -0.06 1.19 0.54 0.6 0.06 1.17 1.0
64394 5 0 1 3.4552372412 0.4865286405 109.54 -801.44 882.04 0.11 0.1 0.17 0.14 0.1 142 -2.94 0 0.0 0 4.3607 0.0005 0.005 0 0.572 0.006 0.67 1.04 1.3 1.2 0.25 0.62 1.05 0.55 1.31 -1.12 1.01 1.66 -4.64 2.11 1.15 1.0
64962 5 0 1 3.4859499991 -0.4044174415 24.37 68.99 -41.85 0.14 0.08 0.15 0.17 0.09 122 -1.18 0 0.0 0 3.1521 0.0004 0.004 0 0.92 0.003 0.9 1.13 5.3 1.06 0.78 -0.05 1.02 0.43 1.98 -1.15 1.18 3.33 3.42 -2.35 6.33 1.0
65109 5 0 1 3.4932812673 -0.6407466857 55.49 -341.11 -86.14 0.12 0.1 0.17 0.17 0.12 109 -0.33 2 0.0 0 2.7717 0.0004 0.004 0 0.068 0.004 0.02 1.11 3.39 1.02 0.48 0.27 1.02 2.14 1.02 -1.11 1.06 1.88 0.55 -1.46 2.69 1.0
65378 15 3 2 3.5077787053 0.9586293363 38.01 119.01 -25.97 1.28 1.4 1.71 1.49 1.65 125 99.0 0 0.0 0 2.254 0.0088 0.041 0 0.057 0.004 0.07 1.03 -0.2 1.04 0.32 1.62 1.01 1.86 0.57 -1.01 1.01 0.49 1.33 0.15 1.03 1.0
65474 7 0 1 3.5133190262 -0.1948004728 13.06 -42.35 -30.67 0.59 0.38 0.7 0.62 0.37 92 27.38 0 0.0 782 0.8891 0.0022 0.014 1 -0.235 0.008 -0.25 1.2 5.15 1.1 1.72 -0.76 1.06 -0.7 -0.74 -0.93 1.22 -1.53 -3.43 -0.56 6.48 1.0
65936 55 3 2 3.5388491118 -0.6877867814 3.6 -15.67 -10.49 0.42 0.31 0.49 0.47 0.31 92 17.13 0 0.0 0 4.0636 0.0008 0.005 0 1.186 0.002 1.1 1.06 0.69 1.06 1.24 -0.62 1.02 -0.71 0.84 -0.71 1.0 1.06 -2.49 -1.32 -0.39 1.0
66249 5 0 1 3.5547815209 -0.0104010854 44.03 -280.48 49.05 0.16 0.11 0.19 0.17 0.12 76 0.02 2 0.0 0 3.4147 0.0005 0.005 0 0.114 0.003 0.12 1.08 2.5 1.12 1.24 0.51 1.06 1.18 0.4 -1.41 1.12 1.04 -3.49 1.26 4.15 1.0
66657 7 1 1 3.5774357455 -0.9331640675 7.63 -15.3 -11.72 0.28 0.31 0.48 0.36 0.36 158 31.28 0 0.0 798 2.2097 0.0009 0.007 0 -0.171 0.003 -0.23 1.19 2.63 1.05 1.39 -1.13 1.1 -0.14 0.57 0.51 1.1 0.42 2.46 -0.84 0.23 1.11
67301 5 0 1 3.6108350538 0.8606795018 31.38 -121.17 -14.91 0.14 0.19 0.24 0.15 0.17 106 5.56 3 0.0 0 1.7994 0.0008 0.007 0 -0.099 0.007 -0.08 1.05 -0.68 1.27 0.89 4.08 1.02 2.27 0.51 1.06 1.0 0.31 2.43 -1.07 0.45 1.0
67459 5 0 1 3.6192818453 0.275723726 12.38 -94.22 41.07 0.2 0.14 0.23 0.19 0.14 81 1.35 0 0.0 0 4.1588 0.0011 0.01 0 1.52 0.012 1.6 1.06 1.07 1.05 1.31 0.46 1.0 -1.08 0.26 0.15 1.03 0.18 -2.16 0.74 1.96 1.0
67464 5 0 1 3.6193981602 -0.727586922 7.47 -26.77 -20.18 0.13 0.09 0.17 0.12 0.08 117 -1.17 0 0.0 0 3.3237 0.0006 0.007 1 -0.225 0.01 -0.24 1.17 -0.06 1.14 3.02 -0.1 1.01 0.47 1.63 0.63 1.0 2.42 -5.7 -1.14 -0.24 1.0
67472 5 0 1 3.6198861585 -0.7413056511 6.45 -24.25 -18.64 0.12 0.08 0.16 0.14 0.08 124 -1.88 0 0.0 0 3.3969 0.0009 0.019 2 -0.17 0.21 -0.21 1.12 0.21 1.14 2.5 -0.29 1.01 -0.9 1.33 -0.43 1.01 1.98 -5.75 -1.61 -1.6 1.0
67927 75 4 1 3.6420015586 0.3211159157 87.75 -60.95 -356.29 0.98 0.66 1.24 1.14 0.73 103 56.31 3 0.0 0 2.7957 0.0004 0.004 0 0.58 0.0 0.65 1.02 -1.59 1.12 0.12 0.74 1.01 -0.19 -1.2 0.41 1.0 -1.9 4.29 -0.85 -0.56 1.0
68002 5 0 1 3.6457335522 -0.8253359433 8.54 -57.37 -44.55 0.11 0.08 0.13 0.1 0.08 110 -2.38 0 0.0 0 2.4419 0.0006 0.007 0 -0.176 0.005 -0.18 1.14 0.42 1.12 2.47 -0.11 1.0 0.98 2.9 0.05 1.0 3.86 -4.17 -0.1 -0.29 1.0
68282 5 0 1 3.6594297557 -0.7819691374 7.63 -27.51 -22.44 0.13 0.11 0.16 0.15 0.13 80 -2.08 0 0.0 0 3.7877 0.0006 0.005 0 -0.208 0.011 -0.22 1.06 1.35 1.05 0.85 -0.66 1.02 1.61 0.49 1.13 1.01 0.89 1.81 0.06 0.96 1.0
68520 5 0 1 3.6723751468 0.0269580679 14.5 17.49 -21.27 0.14 0.11 0.18 0.17 0.12 69 -3.0 2 0.0 0 4.2777 0.0006 0.004 0 0.121 0.015 0.14 1.11 2.06 1.14 0.73 1.71 1.04 1.56 1.26 -1.26 1.03 2.27 0.41 -1.0 1.56 1.0
68702 15 3 2 3.681877112 -1.0537072605 8.32 -33.27 -23.16 0.35 0.34 0.5 0.5 0.41 130 35.12 0 0.0 0 0.5366 0.0013 0.009 2 -0.231 0.017 -0.25 1.06 -1.99 1.06 1.5 -0.39 1.0 2.05 -3.19 0.33 1.22 -3.56 2.76 -0.74 -6.77 1.0
68756 75 4 1 3.6843483047 1.1235698204 10.76 -56.34 17.21 0.14 0.15 0.17 0.15 0.15 124 5.4 0 0.0 0 3.6452 0.0005 0.004 0 -0.049 0.005 -0.08 1.02 -0.2 1.02 1.34 1.58 1.0 0.62 -0.57 -0.14 1.0 -0.57 -0.44 0.31 0.56 1.0
68933 5 0 1 3.6943765794 -0.6347534825 55.45 -520.53 -518.06 0.16 0.11 0.2 0.21 0.15 85 1.99 0 0.0 0 2.2226 0.0004 0.004 0 1.011 0.013 1.01 1.11 2.02 1.08 1.13 -0.37 1.08 2.33 0.15 1.02 1.0 0.83 3.33 -2.86 -0.09 1.0
69427 5 0 1 3.7214594688 -0.1793158931 12.8 7.25 139.88 0.22 0.14 0.25 0.25 0.18 70 -0.33 0 0.0 0 4.3251 0.0009 0.005 0 1.323 0.04 1.35 1.05 0.56 1.21 1.42 0.8 1.1 -0.04 -0.25 -0.11 1.0 -0.46 3.06 -2.48 0.48 1.0
69673 55 3 2 3.7335754203 0.334881044 88.83 -1093.39 -2000.06 0.4 0.35 0.54 0.44 0.39 96 29.09 1 0.0 0 0.1114 0.002 0.015 2 1.239 0.006 1.22 1.05 3.46 1.01 0.13 1.11 1.02 -0.28 0.08 0.14 1.12 -0.01 0.07 2.01 4.93 1.0
69701 5 0 1 3.7350689537 -0.1047114831 44.97 -26.31 -419.38 0.16 0.11 0.19 0.19 0.14 70 -2.3 1 0.0 0 4.1854 0.0005 0.004 0 0.51 0.006 0.59 1.21 2.66 1.04 2.39 0.57 1.01 -1.27 0.19 -0.26 1.05 -0.32 1.25 -0.99 1.82 1.0
70576 55 3 2 3.779423348 -0.7920175094 10.22 14.62 -7.33 0.27 0.16 0.31 0.32 0.26 111 5.17 0 0.0 0 4.4387 0.0005 0.005 0 0.434 0.018 0.58 1.12 -0.28 1.06 2.03 0.78 1.03 1.16 0.11 0.44 1.0 0.12 1.51 -1.14 0.07 1.0
70638 5 0 1 3.7826914176 -1.4602795126 10.91 -96.12 -13.27 0.13 0.11 0.14 0.13 0.12 165 0.38 1 0.0 0 4.4667 0.0006 0.006 0 1.3 0.3 1.3 1.02 -1.29 1.01 0.71 -0.64 1.0 0.6 -0.39 -0.09 1.04 -0.52 0.02 -0.76 -2.45 1.0
71053 5 0 1 3.8040802105 0.5300764764 20.37 -100.9 120.73 0.11 0.1 0.18 0.21 0.16 139 -2.08 0 0.0 0 3.7331 0.0003 0.005 0 1.298 0.007 1.22 1.07 -2.66 1.07 0.69 1.37 1.04 0.82 1.0 1.28 1.23 0.87 -0.25 1.42 3.77 1.0
71075 5 0 1 3.8051637674 0.6685987015 37.58 -115.71 151.16 0.08 0.1 0.14 0.1 0.11 140 -1.32 0 0.0 0 3.098 0.0005 0.005 0 0.191 0.006 0.17 1.03 -0.88 1.06 -1.06 2.07 1.06 1.0 0.85 1.58 1.0 0.63 -0.69 2.45 0.33 1.0
71352 5 0 1 3.8201222336 -0.7357914675 10.67 -34.73 -32.72 0.17 0.11 0.21 0.23 0.18 128 4.01 2 0.0 0 2.2729 0.0016 0.024 1 -0.157 0.004 -0.17 1.07 0.58 1.19 0.65 -0.39 1.01 1.86 -0.57 0.53 1.0 -0.83 4.42 0.77 -0.51 1.0
71536 5 0 1 3.8305069195 -0.8626422065 10.32 -28.26 -28.82 0.1 0.08 0.16 0.12 0.13 192 -2.65 2 0.0 0 3.9964 0.0005 0.006 0 -0.152 0.012 -0.16 1.06 1.87 1.05 1.29 -0.65 1.02 -0.33 -0.75 1.32 1.01 -1.06 1.86 -0.53 0.73 1.0
71683 95 3 1 3.8383352142 -1.061773585 754.81 -3679.25 473.67 3.07 2.46 4.11 3.89 3.24 136 99.0 0 0.0 0 0.1373 0.0472 0.063 0 0.71 0.04 0.69 1.11 -3.26 1.01 2.46 0.91 1.01 -0.89 -0.09 1.05 1.12 0.16 -0.31 -1.46 -4.75 1.0
71795 15 3 2 3.8447363858 0.2396045866 18.56 51.95 -11.08 0.65 0.49 0.76 0.81 0.53 77 8.66 0 0.0 0 3.7971 0.0006 0.004 0 0.044 0.003 0.06 1.36 3.44 1.08 1.25 0.75 1.0 0.27 0.77 -0.2 1.49 1.07 1.03 -0.15 3.75 1.0
71860 5 0 1 3.8481436648 -0.8270790906 7.02 -20.94 -23.67 0.11 0.09 0.17 0.14 0.14 180 2.83 3 0.0 0 2.2296 0.0011 0.01 1 -0.154 0.002 -0.21 1.17 6.55 1.05 0.6 -0.9 1.01 0.14 -1.25 1.07 1.01 -1.23 2.11 -0.61 1.24 1.0
71908 5 0 1 3.8506824826 -1.1340201681 60.35 -192.53 -233.51 0.08 0.1 0.14 0.1 0.12 179 -1.18 0 0.0 0 3.2465 0.0004 0.004 0 0.256 0.012 0.26 1.06 -2.17 1.02 0.96 0.26 1.01 0.25 -1.96 0.31 1.18 -1.64 0.06 1.0 -4.9 1.0
71957 5 0 1 3.8530733801 -0.0987407647 54.73 103.28 -318.63 0.17 0.15 0.2 0.24 0.23 48 -1.9 0 0.0 0 3.9589 0.0006 0.004 0 0.385 0.006 0.47 1.22 1.7 1.21 1.12 1.92 1.06 -2.0 0.13 -0.21 1.04 -0.46 -2.13 -1.18 0.95 1.0
72105 15 3 2 3.8614864893 0.4725334744 16.1 -50.95 21.07 0.42 0.37 0.66 0.59 0.58 100 22.46 1 0.0 0 2.5167 0.0005 0.004 0 0.966 0.004 0.95 1.11 -0.77 1.14 1.9 2.31 1.03 -0.49 0.07 1.41 1.22 0.13 -0.92 1.32 3.63 1.0
72220 5 0 1 3.8669945359 0.0330380071 24.25 -114.03 -22.13 0.15 0.11 0.18 0.21 0.16 81 -2.72 2 0.0 0 3.7371 0.0005 0.004 0 -0.005 0.006 0.01 1.22 4.85 1.13 0.32 -0.49 1.12 -0.35 1.5 -0.03 1.09 1.67 2.93 -2.54 2.13 1.0
72370 5 0 1 3.8740292432 -1.379590486 7.3 -4.58 -15.88 0.1 0.11 0.13 0.11 0.13 138 -0.98 1 0.0 0 3.9796 0.0005 0.005 0 1.433 0.003 1.42 1.01 -0.37 1.02 0.55 -0.56 1.0 0.58 -0.31 -0.19 1.02 -0.3 -1.31 -0.14 -1.3 1.0
72607 5 0 1 3.8864406714 1.2942572177 24.91 -32.61 11.42 0.1 0.11 0.12 0.11 0.13 121 2.65 2 0.0 0 2.2044 0.0008 0.008 0 1.465 0.005 1.46 1.04 -0.76 1.08 1.78 3.64 1.02 1.15 0.66 -1.81 1.0 0.55 1.21 0.56 -0.83 1.0
72622 5 0 1 3.8871956548 -0.2799789166 43.03 -105.68 -68.4 0.15 0.11 0.19 0.2 0.12 77 -0.63 2 0.0 0 2.7892 0.0004 0.003 0 0.147 0.005 0.16 1.12 4.53 1.12 1.16 1.61 1.09 -0.13 1.26 -2.05 1.03 1.67 1.04 -0.71 1.72 1.0
73273 5 0 1 3.9205879287 -0.752827999 8.52 -35.78 -39.83 0.12 0.09 0.18 0.17 0.13 149 1.6 1 0.0 0 2.5982 0.0005 0.005 0 -0.184 0.002 -0.23 1.18 7.03 1.02 0.4 -1.41 1.08 1.36 -0.73 2.65 1.03 0.06 0.12 0.44 -2.01 1.0
